Time: 08:50:23.444651| SYSTEM   | Connect events done
Time: 09:02:15.821384| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:15.908973| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:15.923273| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:16.010021| SENSOR   | Servo safran value received: 103.0
Time: 09:02:16.533342| DEBUG    | func: 9| mode: 1| size: 13| data: update (175s)
Time: 09:02:16.613811| LOG      | [INFO]: received: update (175s)
Time: 09:02:16.634890| DEBUG    | func: 6| mode: 1| size: 4| data: 295.3
Time: 09:02:16.714962| SENSOR   | Yaw value received: 295.3
Time: 09:02:16.716986| SYSTEM   | Changed compass orientation
Time: 09:02:16.737041| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:16.817743| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:16.840627| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:16.918893| SENSOR   | Servo safran value received: 200.0
Time: 09:02:16.943709| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:17.019297| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:17.046868| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:17.120180| SENSOR   | Servo voile value received: 113.0
Time: 09:02:17.655185| DEBUG    | func: 9| mode: 1| size: 13| data: update (176s)
Time: 09:02:17.724686| LOG      | [INFO]: received: update (176s)
Time: 09:02:17.757385| DEBUG    | func: 6| mode: 1| size: 4| data: 295.3
Time: 09:02:17.825899| SENSOR   | Yaw value received: 295.3
Time: 09:02:17.827896| SYSTEM   | Changed compass orientation
Time: 09:02:17.860471| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:17.928893| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:17.962811| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:18.030000| SENSOR   | Servo voile value received: 150.0
Time: 09:02:18.065292| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:18.130785| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:18.167991| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:18.232452| SENSOR   | Servo safran value received: 103.0
Time: 09:02:18.777065| DEBUG    | func: 9| mode: 1| size: 13| data: update (177s)
Time: 09:02:18.836627| LOG      | [INFO]: received: update (177s)
Time: 09:02:18.879532| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:18.937848| SENSOR   | Yaw value received: 295.2
Time: 09:02:18.939872| SYSTEM   | Changed compass orientation
Time: 09:02:18.982373| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:19.041098| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:19.084461| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:19.142235| SENSOR   | Servo safran value received: 200.0
Time: 09:02:19.187433| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:19.243030| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:19.290653| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:19.344116| SENSOR   | Servo voile value received: 113.0
Time: 09:02:19.900020| DEBUG    | func: 9| mode: 1| size: 13| data: update (178s)
Time: 09:02:19.948300| LOG      | [INFO]: received: update (178s)
Time: 09:02:20.002801| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:20.049385| SENSOR   | Yaw value received: 295.2
Time: 09:02:20.051385| SYSTEM   | Changed compass orientation
Time: 09:02:20.105712| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:20.153595| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:20.208548| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:20.254914| SENSOR   | Servo voile value received: 150.0
Time: 09:02:20.311702| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:20.355765| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:20.414151| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:20.456821| SENSOR   | Servo safran value received: 103.0
Time: 09:02:21.019535| DEBUG    | func: 9| mode: 1| size: 13| data: update (179s)
Time: 09:02:21.061627| LOG      | [INFO]: received: update (179s)
Time: 09:02:21.123200| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:21.162676| SENSOR   | Yaw value received: 295.2
Time: 09:02:21.164674| SYSTEM   | Changed compass orientation
Time: 09:02:21.226452| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:21.265853| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:21.329510| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:21.367049| SENSOR   | Servo safran value received: 200.0
Time: 09:02:21.432727| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:21.467504| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:21.535145| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:21.568258| SENSOR   | Servo voile value received: 113.0
Time: 09:02:22.057620| DEBUG    | func: 9| mode: 1| size: 13| data: update (180s)
Time: 09:02:22.072923| LOG      | [INFO]: received: update (180s)
Time: 09:02:22.160962| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:22.173781| SENSOR   | Yaw value received: 295.2
Time: 09:02:22.175806| SYSTEM   | Changed compass orientation
Time: 09:02:22.264288| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:22.277064| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:22.366784| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:22.378095| SENSOR   | Servo voile value received: 150.0
Time: 09:02:22.468037| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:22.478854| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:22.571695| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:22.579745| SENSOR   | Servo safran value received: 103.0
Time: 09:02:23.180487| DEBUG    | func: 9| mode: 1| size: 13| data: update (181s)
Time: 09:02:23.184277| LOG      | [INFO]: received: update (181s)
Time: 09:02:23.283715| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:23.285715| SENSOR   | Yaw value received: 295.2
Time: 09:02:23.287734| SYSTEM   | Changed compass orientation
Time: 09:02:23.387020| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:23.389351| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:23.490264| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:23.590870| SENSOR   | Servo safran value received: 200.0
Time: 09:02:23.592859| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:23.691385| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:23.693410| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:23.792481| SENSOR   | Servo voile value received: 113.0
Time: 09:02:24.302944| DEBUG    | func: 9| mode: 1| size: 13| data: update (182s)
Time: 09:02:24.397378| LOG      | [INFO]: received: update (182s)
Time: 09:02:24.406003| DEBUG    | func: 6| mode: 1| size: 4| data: 295.3
Time: 09:02:24.498954| SENSOR   | Yaw value received: 295.3
Time: 09:02:24.501624| SYSTEM   | Changed compass orientation
Time: 09:02:24.508464| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:24.602889| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:24.610983| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:24.703877| SENSOR   | Servo voile value received: 150.0
Time: 09:02:24.714169| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:24.804429| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:24.816164| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:24.905512| SENSOR   | Servo safran value received: 103.0
Time: 09:02:25.427602| DEBUG    | func: 9| mode: 1| size: 13| data: update (183s)
Time: 09:02:25.509315| LOG      | [INFO]: received: update (183s)
Time: 09:02:25.530070| DEBUG    | func: 6| mode: 1| size: 4| data: 295.3
Time: 09:02:25.610417| SENSOR   | Yaw value received: 295.3
Time: 09:02:25.612445| SYSTEM   | Changed compass orientation
Time: 09:02:25.631825| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:25.713648| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:25.734064| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:25.814228| SENSOR   | Servo safran value received: 200.0
Time: 09:02:25.835235| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:25.915096| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:25.938693| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:26.015556| SENSOR   | Servo voile value received: 113.0
Time: 09:02:26.547211| DEBUG    | func: 9| mode: 1| size: 13| data: update (184s)
Time: 09:02:26.618066| LOG      | [INFO]: received: update (184s)
Time: 09:02:26.648459| DEBUG    | func: 6| mode: 1| size: 4| data: 295.3
Time: 09:02:26.719792| SENSOR   | Yaw value received: 295.3
Time: 09:02:26.721356| SYSTEM   | Changed compass orientation
Time: 09:02:26.752146| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:26.822994| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:26.855359| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:26.923798| SENSOR   | Servo voile value received: 150.0
Time: 09:02:26.958089| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:27.024142| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:27.059411| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:27.125278| SENSOR   | Servo safran value received: 103.0
Time: 09:02:27.669301| DEBUG    | func: 9| mode: 1| size: 13| data: update (186s)
Time: 09:02:27.728350| LOG      | [INFO]: received: update (186s)
Time: 09:02:27.772577| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:27.829711| SENSOR   | Yaw value received: 295.2
Time: 09:02:27.831349| SYSTEM   | Changed compass orientation
Time: 09:02:27.874996| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:27.932670| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:27.979056| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:28.033078| SENSOR   | Servo safran value received: 200.0
Time: 09:02:28.082283| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:28.133644| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:28.184149| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:28.234487| SENSOR   | Servo voile value received: 113.0
Time: 09:02:28.793390| DEBUG    | func: 9| mode: 1| size: 13| data: update (187s)
Time: 09:02:28.838218| LOG      | [INFO]: received: update (187s)
Time: 09:02:28.896450| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:28.939229| SENSOR   | Yaw value received: 295.2
Time: 09:02:28.941254| SYSTEM   | Changed compass orientation
Time: 09:02:28.999542| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:29.042466| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:29.100433| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:29.143496| SENSOR   | Servo voile value received: 150.0
Time: 09:02:29.202429| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:29.244258| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:29.305892| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:29.345175| SENSOR   | Servo safran value received: 103.0
Time: 09:02:29.820536| DEBUG    | func: 9| mode: 1| size: 13| data: update (188s)
Time: 09:02:29.848068| LOG      | [INFO]: received: update (188s)
Time: 09:02:29.923348| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:29.949231| SENSOR   | Yaw value received: 295.2
Time: 09:02:29.951810| SYSTEM   | Changed compass orientation
Time: 09:02:30.026578| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:30.052881| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:30.129821| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:30.153895| SENSOR   | Servo safran value received: 200.0
Time: 09:02:30.231209| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:30.255212| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:30.333101| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:30.356265| SENSOR   | Servo voile value received: 113.0
Time: 09:02:30.941876| DEBUG    | func: 9| mode: 1| size: 13| data: update (189s)
Time: 09:02:30.960457| LOG      | [INFO]: received: update (189s)
Time: 09:02:31.045013| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:31.061185| SENSOR   | Yaw value received: 295.2
Time: 09:02:31.064180| SYSTEM   | Changed compass orientation
Time: 09:02:31.147595| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:31.165209| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:31.250485| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:31.266387| SENSOR   | Servo voile value received: 150.0
Time: 09:02:31.353953| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:31.366978| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:31.456008| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:31.467975| SENSOR   | Servo safran value received: 103.0
Time: 09:02:32.065369| DEBUG    | func: 9| mode: 1| size: 13| data: update (190s)
Time: 09:02:32.073165| LOG      | [INFO]: received: update (190s)
Time: 09:02:32.166857| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:32.173838| SENSOR   | Yaw value received: 295.2
Time: 09:02:32.175836| SYSTEM   | Changed compass orientation
Time: 09:02:32.269447| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:32.277073| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:32.372541| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:32.378129| SENSOR   | Servo safran value received: 200.0
Time: 09:02:32.475574| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:32.478316| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:32.577989| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:32.679129| SENSOR   | Servo voile value received: 113.0
Time: 09:02:33.186202| DEBUG    | func: 9| mode: 1| size: 13| data: update (191s)
Time: 09:02:33.283152| LOG      | [INFO]: received: update (191s)
Time: 09:02:33.289843| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:33.384424| SENSOR   | Yaw value received: 295.2
Time: 09:02:33.386445| SYSTEM   | Changed compass orientation
Time: 09:02:33.392211| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:33.487565| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:33.495490| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:33.588536| SENSOR   | Servo voile value received: 150.0
Time: 09:02:33.598474| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:33.689258| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:33.700937| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:33.790296| SENSOR   | Servo safran value received: 103.0
Time: 09:02:34.312002| DEBUG    | func: 9| mode: 1| size: 13| data: update (192s)
Time: 09:02:34.393981| LOG      | [INFO]: received: update (192s)
Time: 09:02:34.414236| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:34.495020| SENSOR   | Yaw value received: 295.2
Time: 09:02:34.497045| SYSTEM   | Changed compass orientation
Time: 09:02:34.516883| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:34.598319| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:34.619104| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:34.699406| SENSOR   | Servo safran value received: 200.0
Time: 09:02:34.721843| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:34.799559| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:34.825098| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:34.900337| SENSOR   | Servo voile value received: 113.0
Time: 09:02:35.434287| DEBUG    | func: 9| mode: 1| size: 13| data: update (193s)
Time: 09:02:35.504957| LOG      | [INFO]: received: update (193s)
Time: 09:02:35.536903| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:35.605618| SENSOR   | Yaw value received: 295.2
Time: 09:02:35.607262| SYSTEM   | Changed compass orientation
Time: 09:02:35.641343| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:35.708813| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:35.744256| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:35.809820| SENSOR   | Servo voile value received: 150.0
Time: 09:02:35.846458| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:35.909965| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:35.948994| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:36.010997| SENSOR   | Servo safran value received: 103.0
Time: 09:02:36.557941| DEBUG    | func: 9| mode: 1| size: 13| data: update (194s)
Time: 09:02:36.613758| LOG      | [INFO]: received: update (194s)
Time: 09:02:36.660968| DEBUG    | func: 6| mode: 1| size: 4| data: 295.3
Time: 09:02:36.715062| SENSOR   | Yaw value received: 295.3
Time: 09:02:36.717082| SYSTEM   | Changed compass orientation
Time: 09:02:36.764306| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:36.818299| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:36.866755| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:36.918999| SENSOR   | Servo safran value received: 200.0
Time: 09:02:36.968759| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:37.019653| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:37.072302| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:37.120753| SENSOR   | Servo voile value received: 113.0
Time: 09:02:37.583860| DEBUG    | func: 9| mode: 1| size: 13| data: update (196s)
Time: 09:02:37.624425| LOG      | [INFO]: received: update (196s)
Time: 09:02:37.686927| DEBUG    | func: 6| mode: 1| size: 4| data: 295.3
Time: 09:02:37.724945| SENSOR   | Yaw value received: 295.3
Time: 09:02:37.726942| SYSTEM   | Changed compass orientation
Time: 09:02:37.790853| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:37.827857| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:37.893954| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:37.928650| SENSOR   | Servo voile value received: 150.0
Time: 09:02:37.995996| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:38.029214| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:38.097747| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:38.130129| SENSOR   | Servo safran value received: 103.0
Time: 09:02:38.707597| DEBUG    | func: 9| mode: 1| size: 13| data: update (197s)
Time: 09:02:38.733772| LOG      | [INFO]: received: update (197s)
Time: 09:02:38.809945| DEBUG    | func: 6| mode: 1| size: 4| data: 295.4
Time: 09:02:38.835143| SENSOR   | Yaw value received: 295.4
Time: 09:02:38.837009| SYSTEM   | Changed compass orientation
Time: 09:02:38.913368| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:38.938547| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:39.016077| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:39.039456| SENSOR   | Servo safran value received: 200.0
Time: 09:02:39.117577| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:39.140271| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:39.221409| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:39.241117| SENSOR   | Servo voile value received: 113.0
Time: 09:02:39.831044| DEBUG    | func: 9| mode: 1| size: 13| data: update (198s)
Time: 09:02:39.845666| LOG      | [INFO]: received: update (198s)
Time: 09:02:39.933220| DEBUG    | func: 6| mode: 1| size: 4| data: 295.4
Time: 09:02:39.946419| SENSOR   | Yaw value received: 295.4
Time: 09:02:39.948418| SYSTEM   | Changed compass orientation
Time: 09:02:40.037630| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:40.049595| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:40.140363| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:40.150683| SENSOR   | Servo voile value received: 150.0
Time: 09:02:40.243711| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:40.251113| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:40.346875| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:40.352095| SENSOR   | Servo safran value received: 103.0
Time: 09:02:40.957010| DEBUG    | func: 9| mode: 1| size: 13| data: update (199s)
Time: 09:02:41.054930| LOG      | [INFO]: received: update (199s)
Time: 09:02:41.058927| DEBUG    | func: 6| mode: 1| size: 4| data: 294.9
Time: 09:02:41.156032| SENSOR   | Yaw value received: 294.9
Time: 09:02:41.158056| SYSTEM   | Changed compass orientation
Time: 09:02:41.161849| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:41.258954| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:41.265485| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:41.359719| SENSOR   | Servo safran value received: 200.0
Time: 09:02:41.366992| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:41.459944| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:41.467597| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:41.560819| SENSOR   | Servo voile value received: 113.0
Time: 09:02:42.678503| DEBUG    | func: 9| mode: 1| size: 13| data: update (200s)
Time: 09:02:42.779400| LOG      | [INFO]: received: update (200s)
Time: 09:02:42.780428| DEBUG    | func: 6| mode: 1| size: 4| data: 295.0
Time: 09:02:42.880232| SENSOR   | Yaw value received: 295.0
Time: 09:02:42.882229| SYSTEM   | Changed compass orientation
Time: 09:02:42.883227| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:42.983463| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:42.984125| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:43.085210| SENSOR   | Servo voile value received: 150.0
Time: 09:02:43.089276| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:43.185756| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:43.192315| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:43.286463| SENSOR   | Servo safran value received: 103.0
Time: 09:02:43.295663| DEBUG    | func: 9| mode: 1| size: 13| data: update (201s)
Time: 09:02:43.387181| LOG      | [INFO]: received: update (201s)
Time: 09:02:43.398354| DEBUG    | func: 6| mode: 1| size: 4| data: 294.7
Time: 09:02:43.488188| SENSOR   | Yaw value received: 294.7
Time: 09:02:43.490213| SYSTEM   | Changed compass orientation
Time: 09:02:43.499658| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:43.591476| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:43.604001| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:43.692837| SENSOR   | Servo safran value received: 200.0
Time: 09:02:43.707347| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:43.793568| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:43.810199| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:43.894609| SENSOR   | Servo voile value received: 113.0
Time: 09:02:44.231151| DEBUG    | func: 9| mode: 1| size: 13| data: update (202s)
Time: 09:02:44.296979| LOG      | [INFO]: received: update (202s)
Time: 09:02:44.333217| DEBUG    | func: 6| mode: 1| size: 4| data: 295.1
Time: 09:02:44.398448| SENSOR   | Yaw value received: 295.1
Time: 09:02:44.401207| SYSTEM   | Changed compass orientation
Time: 09:02:44.438006| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
